;Woonplaatsen;Provincie;Landsdeel;Gemeente;Lattitude;Longitude;Population;Coordinates;L1;l2;L3;Lat;L1.1;L1.2;L.1.3;Long;
322;Bunde;Limburg;Zuid-Nederland           ;Meerssen                           ;;;5620;50° 54′ NB, 5° 44′ OL;;;;0;;;;0;
339;Cadier en Keer;Limburg;Zuid-Nederland           ;Eijsden-Margraten                  ;;;3485;50° 50′ NB, 5° 46′ OL;;;;0;;;;0;
344;Castenray;Limburg;Zuid-Nederland           ;Venray                             ;;;815;51° 29′ NB, 6° 2′ OL;;;;0;;;;0;
409;Doenrade;Limburg;Zuid-Nederland           ;Beekdaelen                         ;;;1100;50° 58′ NB, 5° 55′ OL;;;;0;;;;0;
467;Echt;Limburg;Zuid-Nederland           ;Echt-Susteren                      ;;;9480;51° 6′ NB, 5° 52′ OL;;;;0;;;;0;
473;Eckelrade;Limburg;Zuid-Nederland           ;Eijsden-Margraten                  ;;;575;50° 48′ NB, 5° 46′ OL;;;;0;;;;0;
501;Egchel;Limburg;Zuid-Nederland           ;Peel en Maas                       ;;;1340;51° 19′ NB, 5° 58′ OL;;;;0;;;;0;
506;Eijsden;Limburg;Zuid-Nederland           ;Eijsden-Margraten                  ;;;9490;50° 47′ NB, 5° 43′ OL;;;;0;;;;0;
508;Einighausen;Limburg;Zuid-Nederland           ;Sittard-Geleen                     ;;;1340;51° 0′ NB, 5° 50′ OL;;;;0;;;;0;
515;Elkenrade;Limburg;Zuid-Nederland           ;Gulpen-Wittem                      ;;;85;50° 50′ NB, 5° 55′ OL;;;;0;;;;0;
516;Ell;Limburg;Zuid-Nederland           ;Leudal                             ;;;1385;51° 13′ NB, 5° 48′ OL;;;;0;;;;0;
524;Elsloo;Limburg;Zuid-Nederland           ;Stein                              ;;;8485;50° 57′ NB, 5° 46′ OL;;;;0;;;;0;
542;Epen;Limburg;Zuid-Nederland           ;Gulpen-Wittem                      ;;;1055;50° 47′ NB, 5° 55′ OL;;;;0;;;;0;
562;Evertsoord;Limburg;Zuid-Nederland           ;Horst aan de Maas                  ;;;280;51° 24′ NB, 5° 57′ OL;;;;0;;;;0;
569;Eygelshoven;Limburg;Zuid-Nederland           ;Kerkrade                           ;;;5395;50° 54′ NB, 6° 4′ OL;;;;0;;;;0;
570;Eys;Limburg;Zuid-Nederland           ;Gulpen-Wittem                      ;;;1685;50° 50′ NB, 5° 56′ OL;;;;0;;;;0;
627;Geijsteren;Limburg;Zuid-Nederland           ;Venray                             ;;;410;51° 33′ NB, 6° 3′ OL;;;;0;;;;0;
631;Geleen;Limburg;Zuid-Nederland           ;Sittard-Geleen                     ;;;31625;50° 58′ NB, 5° 50′ OL;;;;0;;;;0;
640;Gennep;Limburg;Zuid-Nederland           ;Gennep                             ;;;9370;51° 41′ NB, 5° 58′ OL;;;;0;;;;0;
643;Geulle;Limburg;Zuid-Nederland           ;Meerssen                           ;;;2440;50° 55′ NB, 5° 45′ OL;;;;0;;;;0;
678;Grashoek;Limburg;Zuid-Nederland           ;Peel en Maas                       ;;;1675;51° 22′ NB, 5° 56′ OL;;;;0;;;;0;
679;Grathem;Limburg;Zuid-Nederland           ;Leudal                             ;;;1650;51° 11′ NB, 5° 52′ OL;;;;0;;;;0;
688;Grevenbicht;Limburg;Zuid-Nederland           ;Sittard-Geleen                     ;;;2300;51° 3′ NB, 5° 46′ OL;;;;0;;;;0;
689;Griendtsveen;Limburg;Zuid-Nederland           ;Horst aan de Maas                  ;;;535;51° 27′ NB, 5° 53′ OL;;;;0;;;;0;
702;Gronsveld;Limburg;Zuid-Nederland           ;Eijsden-Margraten                  ;;;2950;50° 49′ NB, 5° 44′ OL;;;;0;;;;0;
708;Grubbenvorst;Limburg;Zuid-Nederland           ;Horst aan de Maas                  ;;;4730;51° 25′ NB, 6° 9′ OL;;;;0;;;;0;
709;Gulpen;Limburg;Zuid-Nederland           ;Gulpen-Wittem                      ;;;3955;50° 49′ NB, 5° 53′ OL;;;;0;;;;0;
710;Guttecoven;Limburg;Zuid-Nederland           ;Sittard-Geleen                     ;;;1235;51° 1′ NB, 5° 49′ OL;;;;0;;;;0;
725;Haelen;Limburg;Zuid-Nederland           ;Leudal                             ;;;4330;51° 14′ NB, 5° 57′ OL;;;;0;;;;0;
728;Haler;Limburg;Zuid-Nederland           ;Leudal                             ;;;490;51° 11′ NB, 5° 47′ OL;;;;0;;;;0;
778;Heel;Limburg;Zuid-Nederland           ;Maasgouw                           ;;;4420;51° 11′ NB, 5° 54′ OL;;;;0;;;;0;
798;Heerlen;Limburg;Zuid-Nederland           ;Heerlen                            ;;;86915;50° 53′ NB, 5° 59′ OL;;;;0;;;;0;
806;Hegelsom;Limburg;Zuid-Nederland           ;Horst aan de Maas                  ;;;1945;51° 26′ NB, 6° 2′ OL;;;;0;;;;0;
808;Heibloem;Limburg;Zuid-Nederland           ;Leudal                             ;;;770;51° 18′ NB, 5° 54′ OL;;;;0;;;;0;
809;Heide;Limburg;Zuid-Nederland           ;Venray                             ;;;480;51° 30′ NB, 5° 57′ OL;;;;0;;;;0;
812;Heijen;Limburg;Zuid-Nederland           ;Gennep                             ;;;2080;51° 40′ NB, 5° 59′ OL;;;;0;;;;0;
813;Heijenrath;Limburg;Zuid-Nederland           ;Gulpen-Wittem                      ;;;185;50° 47′ NB, 5° 52′ OL;;;;0;;;;0;
824;Helden;Limburg;Zuid-Nederland           ;Peel en Maas                       ;;;6255;51° 19′ NB, 5° 60′ OL;;;;0;;;;0;
845;Herkenbosch;Limburg;Zuid-Nederland           ;Roerdalen                          ;;;4205;51° 9′ NB, 6° 4′ OL;;;;0;;;;0;
850;Herten;Limburg;Zuid-Nederland           ;Roermond                           ;;;7740;51° 11′ NB, 5° 58′ OL;;;;0;;;;0;
864;Heythuysen;Limburg;Zuid-Nederland           ;Leudal                             ;;;6495;51° 15′ NB, 5° 54′ OL;;;;0;;;;0;
889;Hoensbroek;Limburg;Zuid-Nederland           ;Heerlen                            ;;;18880;50° 55′ NB, 5° 56′ OL;;;;0;;;;0;
903;Holtum;Limburg;Zuid-Nederland           ;Sittard-Geleen                     ;;;1160;51° 3′ NB, 5° 49′ OL;;;;0;;;;0;
936;Horn;Limburg;Zuid-Nederland           ;Leudal                             ;;;3789;51° 13′ NB, 5° 57′ OL;;;;0;;;;0;
940;Horst;Limburg;Zuid-Nederland           ;Horst aan de Maas                  ;;;13010;51° 27′ NB, 6° 3′ OL;;;;0;;;;0;
953;Hulsberg;Limburg;Zuid-Nederland           ;Beekdaelen                         ;;;3910;50° 53′ NB, 5° 51′ OL;;;;0;;;;0;
960;Hunsel;Limburg;Zuid-Nederland           ;Leudal                             ;;;950;51° 11′ NB, 5° 49′ OL;;;;0;;;;0;
980;Ingber;Limburg;Zuid-Nederland           ;Gulpen-Wittem                      ;;;190;50° 49′ NB, 5° 51′ OL;;;;0;;;;0;
984;Ittervoort;Limburg;Zuid-Nederland           ;Leudal                             ;;;1700;51° 10′ NB, 5° 49′ OL;;;;0;;;;0;
986;Jabeek;Limburg;Zuid-Nederland           ;Beekdaelen                         ;;;715;50° 59′ NB, 5° 56′ OL;;;;0;;;;0;
1027;Kelpen-Oler;Limburg;Zuid-Nederland           ;Leudal                             ;;;1150;51° 13′ NB, 5° 50′ OL;;;;0;;;;0;
1032;Kerkrade;Limburg;Zuid-Nederland           ;Kerkrade                           ;;;40230;50° 51′ NB, 6° 4′ OL;;;;0;;;;0;
1035;Kessel;Limburg;Zuid-Nederland           ;Peel en Maas                       ;;;4205;51° 18′ NB, 6° 3′ OL;;;;0;;;;0;
1050;Klimmen;Limburg;Zuid-Nederland           ;Voerendaal                         ;;;3075;50° 53′ NB, 5° 53′ OL;;;;0;;;;0;
1075;Koningsbosch;Limburg;Zuid-Nederland           ;Echt-Susteren                      ;;;1665;51° 3′ NB, 5° 58′ OL;;;;0;;;;0;
1076;Koningslust;Limburg;Zuid-Nederland           ;Peel en Maas                       ;;;1275;51° 21′ NB, 5° 60′ OL;;;;0;;;;0;
1100;Kronenberg;Limburg;Zuid-Nederland           ;Horst aan de Maas                  ;;;1120;51° 25′ NB, 5° 60′ OL;;;;0;;;;0;
1123;Landgraaf;Limburg;Zuid-Nederland           ;Landgraaf                          ;;;37267;"50°54'29""NB, 6°1'48""OL";;;;0;;;;0;
1163;Lemiers;Limburg;Zuid-Nederland           ;Vaals                              ;;;755;50° 47′ NB, 5° 59′ OL;;;;0;;;;0;
1171;Leunen;Limburg;Zuid-Nederland           ;Venray                             ;;;2275;51° 31′ NB, 5° 59′ OL;;;;0;;;;0;
1177;Leveroy;Limburg;Zuid-Nederland           ;Nederweert                         ;;;1045;51° 15′ NB, 5° 51′ OL;;;;0;;;;0;
1194;Limbricht;Limburg;Zuid-Nederland           ;Sittard-Geleen                     ;;;2550;51° 1′ NB, 5° 50′ OL;;;;0;;;;0;
1198;Linne;Limburg;Zuid-Nederland           ;Maasgouw                           ;;;3605;51° 9′ NB, 5° 56′ OL;;;;0;;;;0;
1214;Lomm;Limburg;Zuid-Nederland           ;Venlo                              ;;;1015;51° 28′ NB, 6° 10′ OL;;;;0;;;;0;
1229;Lottum;Limburg;Zuid-Nederland           ;Horst aan de Maas                  ;;;1940;51° 28′ NB, 6° 10′ OL;;;;0;;;;0;
1250;Maasbracht;Limburg;Zuid-Nederland           ;Maasgouw                           ;;;6935;51° 9′ NB, 5° 53′ OL;;;;0;;;;0;
1251;Maasbree;Limburg;Zuid-Nederland           ;Peel en Maas                       ;;;6520;51° 21′ NB, 6° 3′ OL;;;;0;;;;0;
1257;Maastricht;Limburg;Zuid-Nederland           ;Maastricht                         ;;;118636;50° 51′ NB, 5° 41′ OL;;;;0;;;;0;
1258;Maastricht-Airport;Limburg;Zuid-Nederland           ;Beek                               ;;;Not;;;;;0;;;;0;
1270;Margraten;Limburg;Zuid-Nederland           ;Eijsden-Margraten                  ;;;3835;50° 49′ NB, 5° 49′ OL;;;;0;;;;0;
1271;Maria Hoop;Limburg;Zuid-Nederland           ;Echt-Susteren                      ;;;1300;51° 5′ NB, 5° 58′ OL;;;;0;;;;0;
1291;Mechelen;Limburg;Zuid-Nederland           ;Gulpen-Wittem                      ;;;1785;50° 48′ NB, 5° 56′ OL;;;;0;;;;0;
1296;Meerlo;Limburg;Zuid-Nederland           ;Horst aan de Maas                  ;;;1875;51° 31′ NB, 6° 5′ OL;;;;0;;;;0;
1298;Meerssen;Limburg;Zuid-Nederland           ;Meerssen                           ;;;7525;50° 53′ NB, 5° 45′ OL;;;;0;;;;0;
1303;Meijel;Limburg;Zuid-Nederland           ;Peel en Maas                       ;;;6095;51° 21′ NB, 5° 53′ OL;;;;0;;;;0;
1304;Melderslo;Limburg;Zuid-Nederland           ;Horst aan de Maas                  ;;;2140;51° 28′ NB, 6° 5′ OL;;;;0;;;;0;
1305;Melick;Limburg;Zuid-Nederland           ;Roerdalen                          ;;;3635;51° 10′ NB, 6° 1′ OL;;;;0;;;;0;
1312;Merkelbeek;Limburg;Zuid-Nederland           ;Beekdaelen                         ;;;1580;50° 57′ NB, 5° 56′ OL;;;;0;;;;0;
1313;Merselo;Limburg;Zuid-Nederland           ;Venray                             ;;;1065;51° 32′ NB, 5° 56′ OL;;;;0;;;;0;
1315;Meterik;Limburg;Zuid-Nederland           ;Horst aan de Maas                  ;;;1615;51° 27′ NB, 6° 1′ OL;;;;0;;;;0;
1317;Mheer;Limburg;Zuid-Nederland           ;Eijsden-Margraten                  ;;;900;50° 47′ NB, 5° 48′ OL;;;;0;;;;0;
1318;Middelaar;Limburg;Zuid-Nederland           ;Mook en Middelaar                  ;;;860;51° 44′ NB, 5° 55′ OL;;;;0;;;;0;
1339;Milsbeek;Limburg;Zuid-Nederland           ;Gennep                             ;;;2765;51° 44′ NB, 5° 57′ OL;;;;0;;;;0;
1349;Molenhoek;Limburg;Zuid-Nederland           ;Mook en Middelaar                  ;;;3675;51° 46′ NB, 5° 52′ OL;;;;0;;;;0;
1355;Montfort;Limburg;Zuid-Nederland           ;Roerdalen                          ;;;3080;51° 8′ NB, 5° 57′ OL;;;;0;;;;0;
1356;Mook;Limburg;Zuid-Nederland           ;Mook en Middelaar                  ;;;2975;51° 45′ NB, 5° 53′ OL;;;;0;;;;0;
1359;Moorveld;Limburg;Zuid-Nederland           ;Meerssen                           ;;;500;50° 55′ NB, 5° 46′ OL;;;;0;;;;0;
1367;Munstergeleen;Limburg;Zuid-Nederland           ;Sittard-Geleen                     ;;;4555;50° 58′ NB, 5° 52′ OL;;;;0;;;;0;
1378;Nederweert;Limburg;Zuid-Nederland           ;Nederweert                         ;;;10335;51° 18′ NB, 5° 47′ OL;;;;0;;;;0;
1379;Nederweert-Eind;Limburg;Zuid-Nederland           ;Nederweert                         ;;;1545;51° 17′ NB, 5° 47′ OL;;;;0;;;;0;
1381;Neer;Limburg;Zuid-Nederland           ;Leudal                             ;;;3350;51° 16′ NB, 5° 59′ OL;;;;0;;;;0;
1383;Neeritter;Limburg;Zuid-Nederland           ;Leudal                             ;;;1285;51° 10′ NB, 5° 48′ OL;;;;0;;;;0;
1440;Nieuwstadt;Limburg;Zuid-Nederland           ;Echt-Susteren                      ;;;3240;51° 2′ NB, 5° 52′ OL;;;;0;;;;0;
1474;Noorbeek;Limburg;Zuid-Nederland           ;Eijsden-Margraten                  ;;;1125;50° 46′ NB, 5° 49′ OL;;;;0;;;;0;
1501;Nunhem;Limburg;Zuid-Nederland           ;Leudal                             ;;;675;51° 15′ NB, 5° 58′ OL;;;;0;;;;0;
1503;Nuth;Limburg;Zuid-Nederland           ;Beekdaelen                         ;;;6455;50° 55′ NB, 5° 53′ OL;;;;0;;;;0;
1505;Obbicht;Limburg;Zuid-Nederland           ;Sittard-Geleen                     ;;;1855;51° 2′ NB, 5° 47′ OL;;;;0;;;;0;
1518;Ohé en Laak;Limburg;Zuid-Nederland           ;Maasgouw                           ;;;840;51° 7′ NB, 5° 50′ OL;;;;0;;;;0;
1520;Oirlo;Limburg;Zuid-Nederland           ;Venray                             ;;;1185;51° 31′ NB, 6° 2′ OL;;;;0;;;;0;
1521;Oirsbeek;Limburg;Zuid-Nederland           ;Beekdaelen                         ;;;3760;50° 57′ NB, 5° 55′ OL;;;;0;;;;0;
1576;Oostrum;Limburg;Zuid-Nederland           ;Venray                             ;;;2340;51° 32′ NB, 6° 1′ OL;;;;0;;;;0;
1597;Ospel;Limburg;Zuid-Nederland           ;Nederweert                         ;;;4065;51° 18′ NB, 5° 47′ OL;;;;0;;;;0;
1605;Ottersum;Limburg;Zuid-Nederland           ;Gennep                             ;;;2040;51° 42′ NB, 5° 59′ OL;;;;0;;;;0;
1664;Panningen;Limburg;Zuid-Nederland           ;Peel en Maas                       ;;;7335;51° 20′ NB, 5° 59′ OL;;;;0;;;;0;
1667;Papenhoven;Limburg;Zuid-Nederland           ;Sittard-Geleen                     ;;;730;51° 2′ NB, 5° 47′ OL;;;;0;;;;0;
1688;Plasmolen;Limburg;Zuid-Nederland           ;Mook en Middelaar                  ;;;285;51° 44′ NB, 5° 56′ OL;;;;0;;;;0;
1697;Posterholt;Limburg;Zuid-Nederland           ;Roerdalen                          ;;;4000;51° 7′ NB, 6° 2′ OL;;;;0;;;;0;
1706;Puth;Limburg;Zuid-Nederland           ;Beekdaelen                         ;;;1980;50° 57′ NB, 5° 52′ OL;;;;0;;;;0;
1718;Ransdaal;Limburg;Zuid-Nederland           ;Voerendaal                         ;;;905;50° 52′ NB, 5° 54′ OL;;;;0;;;;0;
1728;Reijmerstok;Limburg;Zuid-Nederland           ;Gulpen-Wittem                      ;;;545;50° 48′ NB, 5° 50′ OL;;;;0;;;;0;
1738;Reuver;Limburg;Zuid-Nederland           ;Beesel                             ;;;11040;51° 17′ NB, 6° 5′ OL;;;;0;;;;0;
1776;Roermond;Limburg;Zuid-Nederland           ;Roermond                           ;;;41680;51° 12′ NB, 5° 60′ OL;;;;0;;;;0;
1778;Roggel;Limburg;Zuid-Nederland           ;Leudal                             ;;;4215;51° 16′ NB, 5° 55′ OL;;;;0;;;;0;
1783;Roosteren;Limburg;Zuid-Nederland           ;Echt-Susteren                      ;;;1425;51° 5′ NB, 5° 49′ OL;;;;0;;;;0;
1840;Scheulder;Limburg;Zuid-Nederland           ;Eijsden-Margraten                  ;;;320;50° 50′ NB, 5° 50′ OL;;;;0;;;;0;
1846;Schimmert;Limburg;Zuid-Nederland           ;Beekdaelen                         ;;;3220;50° 54′ NB, 5° 49′ OL;;;;0;;;;0;
1847;Schin op Geul;Limburg;Zuid-Nederland           ;Valkenburg aan de Geul             ;;;1450;50° 51′ NB, 5° 52′ OL;;;;0;;;;0;
1848;Schinnen;Limburg;Zuid-Nederland           ;Beekdaelen                         ;;;2620;50° 57′ NB, 5° 53′ OL;;;;0;;;;0;
1849;Schinveld;Limburg;Zuid-Nederland           ;Beekdaelen                         ;;;4665;50° 58′ NB, 5° 59′ OL;;;;0;;;;0;
1871;Sevenum;Limburg;Zuid-Nederland           ;Horst aan de Maas                  ;;;6695;51° 25′ NB, 6° 2′ OL;;;;0;;;;0;
1878;Siebengewald;Limburg;Zuid-Nederland           ;Bergen (L.)                        ;;;2010;51° 39′ NB, 6° 6′ OL;;;;0;;;;0;
1883;Simpelveld;Limburg;Zuid-Nederland           ;Simpelveld                         ;;;5400;50° 50′ NB, 5° 59′ OL;;;;0;;;;0;
1888;Sint Geertruid;Limburg;Zuid-Nederland           ;Eijsden-Margraten                  ;;;1450;50° 48′ NB, 5° 46′ OL;;;;0;;;;0;
1892;Sint Joost;Limburg;Zuid-Nederland           ;Echt-Susteren                      ;;;1455;51° 7′ NB, 5° 54′ OL;;;;0;;;;0;
1898;Sint Odiliënberg;Limburg;Zuid-Nederland           ;Roerdalen                          ;;;3370;51° 9′ NB, 5° 60′ OL;;;;0;;;;0;
1910;Sittard;Limburg;Zuid-Nederland           ;Sittard-Geleen                     ;;;37335;50° 60′ NB, 5° 52′ OL;;;;0;;;;0;
1916;Slenaken;Limburg;Zuid-Nederland           ;Gulpen-Wittem                      ;;;415;50° 46′ NB, 5° 52′ OL;;;;0;;;;0;
1925;Smakt;Limburg;Zuid-Nederland           ;Venray                             ;;;215;51° 34′ NB, 6° 0′ OL;;;;0;;;;0;
1947;Spaubeek;Limburg;Zuid-Nederland           ;Beek                               ;;;3355;50° 56′ NB, 5° 50′ OL;;;;0;;;;0;
1982;Stein;Limburg;Zuid-Nederland           ;Stein                              ;;;10880;50° 58′ NB, 5° 45′ OL;;;;0;;;;0;
1986;Stevensweert;Limburg;Zuid-Nederland           ;Maasgouw                           ;;;1670;51° 8′ NB, 5° 51′ OL;;;;0;;;;0;
1987;Steyl;Limburg;Zuid-Nederland           ;Venlo                              ;;;3725;"51°19'59""NB, 6°7'19""OL";;;;0;;;;0;
1996;Stramproy;Limburg;Zuid-Nederland           ;Weert                              ;;;5160;51° 12′ NB, 5° 43′ OL;;;;0;;;;0;
2009;Susteren;Limburg;Zuid-Nederland           ;Echt-Susteren                      ;;;8085;51° 4′ NB, 5° 51′ OL;;;;0;;;;0;
2011;Swalmen;Limburg;Zuid-Nederland           ;Roermond                           ;;;8770;51° 14′ NB, 6° 2′ OL;;;;0;;;;0;
2012;Sweikhuizen;Limburg;Zuid-Nederland           ;Beekdaelen                         ;;;625;50° 57′ NB, 5° 51′ OL;;;;0;;;;0;
2015;Swolgen;Limburg;Zuid-Nederland           ;Horst aan de Maas                  ;;;1265;51° 30′ NB, 6° 7′ OL;;;;0;;;;0;
2019;Tegelen;Limburg;Zuid-Nederland           ;Venlo                              ;;;15250;51° 20′ NB, 6° 8′ OL;;;;0;;;;0;
2039;Thorn;Limburg;Zuid-Nederland           ;Maasgouw                           ;;;2420;51° 10′ NB, 5° 50′ OL;;;;0;;;;0;
2045;Tienray;Limburg;Zuid-Nederland           ;Horst aan de Maas                  ;;;1250;51° 30′ NB, 6° 6′ OL;;;;0;;;;0;
2094;Ulestraten;Limburg;Zuid-Nederland           ;Meerssen                           ;;;2820;50° 54′ NB, 5° 47′ OL;;;;0;;;;0;
2102;Urmond;Limburg;Zuid-Nederland           ;Stein                              ;;;5595;50° 59′ NB, 5° 46′ OL;;;;0;;;;0;
2107;Vaals;Limburg;Zuid-Nederland           ;Vaals                              ;;;7895;50° 46′ NB, 6° 1′ OL;;;;0;;;;0;
